word,shape,meaning
mim,CVC,
min,CVC,not know
miq,CVC,motion
mib,CVC,
mid,CVC,positive
mig,CVC,
mip,CVC,
mit,CVC,meet
mik,CVC,
mis,CVC,miss (longing)
miz,CVC,
mif,CVC,
miv,CVC,idea
mix,CVC,network
mij,CVC,
mic,CVC,
miC,CVC,
mem,CVC,
men,CVC,main
meq,CVC,mine
meb,CVC,
med,CVC,
meg,CVC,
mep,CVC,
met,CVC,
mek,CVC,make
mes,CVC,month
mez,CVC,
mef,CVC,
mev,CVC,
mex,CVC,
mej,CVC,model
mec,CVC,
meC,CVC,
mam,CVC,mother
man,CVC,mind
maq,CVC,harmony
mab,CVC,source
mad,CVC,middle
mag,CVC,fruit
map,CVC,map (map/reduce)
mat,CVC,forward
mak,CVC,meat
mas,CVC,
maz,CVC,flow (speech utterance)
maf,CVC,male
mav,CVC,many
max,CVC,
maj,CVC,magenta
mac,CVC,great
maC,CVC,
mal,CVC,molecule
mar,CVC,symbol
mom,CVC,
mon,CVC,
moq,CVC,about/encompass
mob,CVC,
mod,CVC,mode
mog,CVC,meaning
mop,CVC,twelve
mot,CVC,mountain
mok,CVC,align
mos,CVC,
moz,CVC,hash
mof,CVC,
mov,CVC,
mox,CVC,immutable
moj,CVC,emerge
moc,CVC,
moC,CVC,
mol,CVC,high
mor,CVC,the model of the action (e.g. the transform)
mum,CVC,
mun,CVC,gut sense
muq,CVC,mmm
mub,CVC,
mud,CVC,mood
mug,CVC,(past particle)
mup,CVC,
mut,CVC,mutate
muk,CVC,earth (dirt)
mus,CVC,mercy
muz,CVC,pain
muf,CVC,
muv,CVC,move
mux,CVC,
muj,CVC,message
muc,CVC,mouth
muC,CVC,
mul,CVC,unreal
mur,CVC,
nim,CVC,
nin,CVC,
niq,CVC,omniscient
nib,CVC,
nid,CVC,need
nig,CVC,
nip,CVC,
nit,CVC,
nik,CVC,pink
nis,CVC,
niz,CVC,nest (structure)
nif,CVC,a (isolated-element-focus)
niv,CVC,
nix,CVC,listen
nij,CVC,
nic,CVC,
niC,CVC,
nem,CVC,
nen,CVC,
neq,CVC,
neb,CVC,
ned,CVC,static
neg,CVC,
nep,CVC,nature
net,CVC,knit
nek,CVC,neck
nes,CVC,nice
nez,CVC,
nef,CVC,
nev,CVC,off
nex,CVC,
nej,CVC,
nec,CVC,
neC,CVC,
nam,CVC,name
nan,CVC,negate
naq,CVC,
nab,CVC,
nad,CVC,
nag,CVC,
nap,CVC,
nat,CVC,
nak,CVC,knock
nas,CVC,nest
naz,CVC,as
naf,CVC,
nav,CVC,center
nax,CVC,
naj,CVC,
nac,CVC,
naC,CVC,
nal,CVC,neutral
nar,CVC,person
nom,CVC,
non,CVC,not (un- or -im)
noq,CVC,
nob,CVC,
nod,CVC,
nog,CVC,
nop,CVC,no
not,CVC,note
nok,CVC,
nos,CVC,
noz,CVC,nose
nof,CVC,
nov,CVC,
nox,CVC,notion
noj,CVC,
noc,CVC,
noC,CVC,
nol,CVC,toward
nor,CVC,
num,CVC,know
nun,CVC,
nuq,CVC,bond
nub,CVC,separate
nud,CVC,
nug,CVC,
nup,CVC,
nut,CVC,
nuk,CVC,
nus,CVC,
nuz,CVC,distribute
nuf,CVC,
nuv,CVC,empty
nux,CVC,
nuj,CVC,hell
nuc,CVC,long
nuC,CVC,
nul,CVC,forget
nur,CVC,
bim,CVC,target
bin,CVC,
biq,CVC,being
bib,CVC,we
bid,CVC,ignorant
big,CVC,go
bip,CVC,output
bit,CVC,beat
bik,CVC,
bis,CVC,
biz,CVC,intense
bif,CVC,
biv,CVC,
bix,CVC,
bij,CVC,
bic,CVC,
biC,CVC,
bem,CVC,
ben,CVC,
beq,CVC,bang
beb,CVC,baby
bed,CVC,bite
beg,CVC,
bep,CVC,
bet,CVC,under
bek,CVC,
bes,CVC,base
bez,CVC,
bef,CVC,
bev,CVC,
bex,CVC,
bej,CVC,
bec,CVC,
beC,CVC,
bam,CVC,create
ban,CVC,together/bind
baq,CVC,be
bab,CVC,father
bad,CVC,tangent (math)
bag,CVC,insect
bap,CVC,
bat,CVC,beauty
bak,CVC,send
bas,CVC,
baz,CVC,
baf,CVC,
bav,CVC,
bax,CVC,bird
baj,CVC,
bac,CVC,
baC,CVC,by
bal,CVC,
bar,CVC,bear (carry)
bom,CVC,
bon,CVC,
boq,CVC,
bob,CVC,
bod,CVC,
bog,CVC,
bop,CVC,
bot,CVC,boat
bok,CVC,
bos,CVC,possessive plural
boz,CVC,private
bof,CVC,
bov,CVC,debug
box,CVC,
boj,CVC,
boc,CVC,
boC,CVC,
bol,CVC,
bor,CVC,condition (case)
bum,CVC,boom
bun,CVC,
buq,CVC,
bub,CVC,boob
bud,CVC,awake
bug,CVC,cosine
bup,CVC,energy
but,CVC,unstable
buk,CVC,
bus,CVC,
buz,CVC,bosom
buf,CVC,
buv,CVC,
bux,CVC,bundle (matter condensing)
buj,CVC,
buc,CVC,
buC,CVC,
bul,CVC,blue
bur,CVC,
dim,CVC,you
din,CVC,
diq,CVC,
dib,CVC,connect
did,CVC,deed
dig,CVC,sine
dip,CVC,tree
dit,CVC,
dik,CVC,
dis,CVC,number
diz,CVC,
dif,CVC,define
div,CVC,drive
dix,CVC,
dij,CVC,
dic,CVC,
diC,CVC,
dem,CVC,
den,CVC,
deq,CVC,
deb,CVC,
ded,CVC,
deg,CVC,
dep,CVC,
det,CVC,datetime stamp/instance in time
dek,CVC,
des,CVC,
dez,CVC,dynamic
def,CVC,
dev,CVC,
dex,CVC,
dej,CVC,orange
dec,CVC,
deC,CVC,
dam,CVC,morality
dan,CVC,the
daq,CVC,
dab,CVC,
dad,CVC,content
dag,CVC,dog
dap,CVC,
dat,CVC,word
dak,CVC,physical
das,CVC,understand
daz,CVC,
daf,CVC,previous
dav,CVC,divine
dax,CVC,
daj,CVC,
dac,CVC,death
daC,CVC,
dal,CVC,matter (physics)
dar,CVC,
dom,CVC,state
don,CVC,
doq,CVC,
dob,CVC,two
dod,CVC,
dog,CVC,
dop,CVC,
dot,CVC,
dok,CVC,
dos,CVC,
doz,CVC,here
dof,CVC,
dov,CVC,
dox,CVC,
doj,CVC,
doc,CVC,
doC,CVC,
dol,CVC,
dor,CVC,door
dum,CVC,negative
dun,CVC,join (to one)
duq,CVC,
dub,CVC,aware
dud,CVC,friend
dug,CVC,drink
dup,CVC,
dut,CVC,
duk,CVC,minute
dus,CVC,reduce
duz,CVC,do
duf,CVC,
duv,CVC,
dux,CVC,condition (general state)
duj,CVC,
duc,CVC,
duC,CVC,
dul,CVC,delete
dur,CVC,
gim,CVC,magic
gin,CVC,sync
giq,CVC,
gib,CVC,guide
gid,CVC,
gig,CVC,
gip,CVC,
git,CVC,infinite
gik,CVC,user
gis,CVC,will (future)
giz,CVC,position
gif,CVC,give
giv,CVC,
gix,CVC,
gij,CVC,
gic,CVC,
giC,CVC,
gem,CVC,game
gen,CVC,
geq,CVC,
geb,CVC,
ged,CVC,
geg,CVC,
gep,CVC,
get,CVC,
gek,CVC,
ges,CVC,
gez,CVC,
gef,CVC,
gev,CVC,
gex,CVC,
gej,CVC,
gec,CVC,
geC,CVC,
gam,CVC,
gan,CVC,garden
gaq,CVC,
gab,CVC,eat
gad,CVC,god
gag,CVC,child
gap,CVC,
gat,CVC,
gak,CVC,
gas,CVC,
gaz,CVC,possess
gaf,CVC,
gav,CVC,how (missing-action-focus)
gax,CVC,
gaj,CVC,
gac,CVC,
gaC,CVC,gather
gal,CVC,too
gar,CVC,language
gom,CVC,
gon,CVC,
goq,CVC,job
gob,CVC,
god,CVC,gold
gog,CVC,
gop,CVC,
got,CVC,antenna
gok,CVC,
gos,CVC,
goz,CVC,
gof,CVC,
gov,CVC,
gox,CVC,
goj,CVC,
goc,CVC,
goC,CVC,
gol,CVC,goal
gor,CVC,
gum,CVC,come
gun,CVC,representation
guq,CVC,
gub,CVC,like (filler)
gud,CVC,
gug,CVC,
gup,CVC,
gut,CVC,gut
guk,CVC,
gus,CVC,back (front)
guz,CVC,lose
guf,CVC,
guv,CVC,end
gux,CVC,
guj,CVC,memory
guc,CVC,
guC,CVC,
gul,CVC,exponent
gur,CVC,
pim,CVC,permeate
pin,CVC,
piq,CVC,request
pib,CVC,
pid,CVC,
pig,CVC,
pip,CVC,individual
pit,CVC,pure
pik,CVC,master
pis,CVC,
piz,CVC,
pif,CVC,
piv,CVC,
pix,CVC,
pij,CVC,
pic,CVC,
piC,CVC,
pem,CVC,they (communicating-agent-external-reference-focus)
pen,CVC,
peq,CVC,pay
peb,CVC,
ped,CVC,
peg,CVC,
pep,CVC,
pet,CVC,
pek,CVC,
pes,CVC,
pez,CVC,
pef,CVC,
pev,CVC,
pex,CVC,
pej,CVC,
pec,CVC,
peC,CVC,
pam,CVC,pray
pan,CVC,yes
paq,CVC,response
pab,CVC,
pad,CVC,
pag,CVC,
pap,CVC,
pat,CVC,dimension
pak,CVC,package
pas,CVC,space
paz,CVC,
paf,CVC,
pav,CVC,
pax,CVC,
paj,CVC,
pac,CVC,path
paC,CVC,
pal,CVC,
par,CVC,depart/from
pom,CVC,different
pon,CVC,
poq,CVC,
pob,CVC,
pod,CVC,free
pog,CVC,
pop,CVC,property (of object)
pot,CVC,honorific (address)
pok,CVC,
pos,CVC,
poz,CVC,
pof,CVC,
pov,CVC,
pox,CVC,
poj,CVC,
poc,CVC,
poC,CVC,
pol,CVC,
por,CVC,poor
pum,CVC,time (count)
pun,CVC,
puq,CVC,
pub,CVC,
pud,CVC,
pug,CVC,
pup,CVC,
put,CVC,
puk,CVC,
pus,CVC,
puz,CVC,
puf,CVC,
puv,CVC,
pux,CVC,
puj,CVC,
puc,CVC,
puC,CVC,
pul,CVC,pull
pur,CVC,
tim,CVC,team
tin,CVC,between
tiq,CVC,mental experience
tib,CVC,
tid,CVC,
tig,CVC,
tip,CVC,step
tit,CVC,
tik,CVC,
tis,CVC,
tiz,CVC,ellipse
tif,CVC,
tiv,CVC,conscious
tix,CVC,tingle
tij,CVC,
tic,CVC,fourteen
tiC,CVC,
tem,CVC,
ten,CVC,tan (color)
teq,CVC,like (as if)
teb,CVC,
ted,CVC,
teg,CVC,
tep,CVC,
tet,CVC,signal
tek,CVC,take
tes,CVC,
tez,CVC,
tef,CVC,left
tev,CVC,
tex,CVC,
tej,CVC,
tec,CVC,
teC,CVC,
tam,CVC,meditate
tan,CVC,
taq,CVC,tongue
tab,CVC,stable
tad,CVC,tail
tag,CVC,
tap,CVC,
tat,CVC,sibling
tak,CVC,talk
tas,CVC,test
taz,CVC,
taf,CVC,good
tav,CVC,
tax,CVC,
taj,CVC,down (to be cool with something)
tac,CVC,set (get)
taC,CVC,
tal,CVC,tell
tar,CVC,tire (sleep)
tom,CVC,atom
ton,CVC,agent (one who does x)
toq,CVC,
tob,CVC,
tod,CVC,term
tog,CVC,
top,CVC,
tot,CVC,
tok,CVC,structure
tos,CVC,task
toz,CVC,position (cardinal)
tof,CVC,
tov,CVC,
tox,CVC,text
toj,CVC,
toc,CVC,
toC,CVC,
tol,CVC,
tor,CVC,before
tum,CVC,
tun,CVC,
tuq,CVC,type
tub,CVC,tube
tud,CVC,
tug,CVC,
tup,CVC,impure
tut,CVC,
tuk,CVC,
tus,CVC,
tuz,CVC,because
tuf,CVC,
tuv,CVC,input (computing)
tux,CVC,intuition
tuj,CVC,
tuc,CVC,emotion
tuC,CVC,
tul,CVC,tool
tur,CVC,turf
kim,CVC,climb
kin,CVC,
kiq,CVC,action
kib,CVC,
kid,CVC,could
kig,CVC,
kip,CVC,tune
kit,CVC,
kik,CVC,kick
kis,CVC,bottom
kiz,CVC,if
kif,CVC,
kiv,CVC,intent
kix,CVC,process
kij,CVC,
kic,CVC,
kiC,CVC,
kem,CVC,
ken,CVC,communicate
keq,CVC,
keb,CVC,
ked,CVC,
keg,CVC,
kep,CVC,clone
ket,CVC,but
kek,CVC,agree
kes,CVC,case (situation)
kez,CVC,
kef,CVC,
kev,CVC,
kex,CVC,
kej,CVC,
kec,CVC,
keC,CVC,
kam,CVC,calm
kan,CVC,aggregate
kaq,CVC,object
kab,CVC,receive
kad,CVC,
kag,CVC,
kap,CVC,
kat,CVC,focus
kak,CVC,
kas,CVC,
kaz,CVC,cause
kaf,CVC,cough
kav,CVC,
kax,CVC,perfect
kaj,CVC,
kac,CVC,
kaC,CVC,
kal,CVC,time
kar,CVC,call
kom,CVC,five
kon,CVC,and
koq,CVC,
kob,CVC,
kod,CVC,code
kog,CVC,
kop,CVC,scope
kot,CVC,
kok,CVC,disagree
kos,CVC,
koz,CVC,z-axis
kof,CVC,default
kov,CVC,cover
kox,CVC,cell (biology)
koj,CVC,fool
koc,CVC,
koC,CVC,
kol,CVC,all
kor,CVC,
kum,CVC,back area
kun,CVC,
kuq,CVC,manner
kub,CVC,cube
kud,CVC,miss (didn't touch)
kug,CVC,
kup,CVC,tone
kut,CVC,
kuk,CVC,
kus,CVC,constant
kuz,CVC,
kuf,CVC,clue
kuv,CVC,divide
kux,CVC,
kuj,CVC,
kuc,CVC,
kuC,CVC,
kul,CVC,cool (interjection)
kur,CVC,down
him,CVC,nothing
hin,CVC,hi
hiq,CVC,
hib,CVC,
hid,CVC,not hidden
hig,CVC,
hip,CVC,group
hit,CVC,heat
hik,CVC,hike
his,CVC,snake
hiz,CVC,
hif,CVC,
hiv,CVC,
hix,CVC,peach (color)
hij,CVC,
hic,CVC,
hiC,CVC,
hem,CVC,hey
hen,CVC,
heq,CVC,hang
heb,CVC,
hed,CVC,
heg,CVC,
hep,CVC,
het,CVC,
hek,CVC,hour
hes,CVC,
hez,CVC,every
hef,CVC,
hev,CVC,
hex,CVC,
hej,CVC,
hec,CVC,
heC,CVC,
ham,CVC,hmm
han,CVC,zero
haq,CVC,
hab,CVC,
had,CVC,head
hag,CVC,
hap,CVC,event
hat,CVC,at
hak,CVC,hack (work)
has,CVC,hyper
haz,CVC,have
haf,CVC,
hav,CVC,
hax,CVC,
haj,CVC,
hac,CVC,
haC,CVC,
hal,CVC,how
har,CVC,era
hom,CVC,home
hon,CVC,
hoq,CVC,hold
hob,CVC,
hod,CVC,period of x (-hood)
hog,CVC,
hop,CVC,hope
hot,CVC,
hok,CVC,okay
hos,CVC,
hoz,CVC,cardinal number
hof,CVC,
hov,CVC,floating point
hox,CVC,
hoj,CVC,
hoc,CVC,
hoC,CVC,
hol,CVC,whole
hor,CVC,
hum,CVC,urge
hun,CVC,illusion
huq,CVC,uh
hub,CVC,x-axis
hud,CVC,hide
hug,CVC,
hup,CVC,
hut,CVC,heed
huk,CVC,hook
hus,CVC,
huz,CVC,duration
huf,CVC,
huv,CVC,handle
hux,CVC,
huj,CVC,
huc,CVC,
huC,CVC,
hul,CVC,
hur,CVC,
sim,CVC,
sin,CVC,
siq,CVC,
sib,CVC,
sid,CVC,seed
sig,CVC,front
sip,CVC,asleep
sit,CVC,medium
sik,CVC,seek
sis,CVC,
siz,CVC,peace
sif,CVC,purple
siv,CVC,perceive
six,CVC,all encompasing thing
sij,CVC,
sic,CVC,
siC,CVC,hush
sem,CVC,same (sym-)
sen,CVC,
seq,CVC,
seb,CVC,
sed,CVC,
seg,CVC,
sep,CVC,swipe
set,CVC,
sek,CVC,percept
ses,CVC,
sez,CVC,sir
sef,CVC,continue
sev,CVC,save
sex,CVC,
sej,CVC,
sec,CVC,
seC,CVC,etc.
sam,CVC,sound
san,CVC,sun
saq,CVC,song
sab,CVC,describe
sad,CVC,
sag,CVC,beyond (extra- or hyper-)
sap,CVC,present (now)
sat,CVC,sight
sak,CVC,
sas,CVC,parent
saz,CVC,emphasize
saf,CVC,
sav,CVC,silver
sax,CVC,wash
saj,CVC,etc
sac,CVC,
saC,CVC,
sal,CVC,like (similar)
sar,CVC,surf
som,CVC,drug
son,CVC,
soq,CVC,
sob,CVC,
sod,CVC,mystery
sog,CVC,reason
sop,CVC,so/transition
sot,CVC,
sok,CVC,around/surround
sos,CVC,
soz,CVC,also
sof,CVC,each
sov,CVC,
sox,CVC,
soj,CVC,
soc,CVC,
soC,CVC,
sol,CVC,soul
sor,CVC,file (computer)
sum,CVC,
sun,CVC,
suq,CVC,
sub,CVC,I
sud,CVC,
sug,CVC,
sup,CVC,above (super)/hover
sut,CVC,store
suk,CVC,top
sus,CVC,
suz,CVC,
suf,CVC,self (auto-)
suv,CVC,observe
sux,CVC,
suj,CVC,
suc,CVC,
suC,CVC,three
sul,CVC,still (time)
sur,CVC,assert
zim,CVC,pleasure
zin,CVC,decision
ziq,CVC,zing
zib,CVC,
zid,CVC,
zig,CVC,gain
zip,CVC,graph
zit,CVC,
zik,CVC,
zis,CVC,
ziz,CVC,
zif,CVC,
ziv,CVC,
zix,CVC,
zij,CVC,
zic,CVC,
ziC,CVC,
zem,CVC,plasma (matter)
zen,CVC,
zeq,CVC,
zeb,CVC,
zed,CVC,
zeg,CVC,
zep,CVC,
zet,CVC,olive (color)
zek,CVC,
zes,CVC,
zez,CVC,
zef,CVC,
zev,CVC,
zex,CVC,
zej,CVC,
zec,CVC,
zeC,CVC,
zam,CVC,
zan,CVC,one
zaq,CVC,presence
zab,CVC,public
zad,CVC,
zag,CVC,
zap,CVC,zap
zat,CVC,
zak,CVC,effect
zas,CVC,
zaz,CVC,
zaf,CVC,equal (iso-)
zav,CVC,lie
zax,CVC,
zaj,CVC,
zac,CVC,
zaC,CVC,
zal,CVC,
zar,CVC,vowel
zom,CVC,so/great
zon,CVC,zone
zoq,CVC,
zob,CVC,
zod,CVC,
zog,CVC,
zop,CVC,
zot,CVC,
zok,CVC,try
zos,CVC,
zoz,CVC,
zof,CVC,
zov,CVC,
zox,CVC,sense
zoj,CVC,
zoc,CVC,
zoC,CVC,
zol,CVC,
zor,CVC,
zum,CVC,zoom
zun,CVC,
zuq,CVC,
zub,CVC,absorb
zud,CVC,
zug,CVC,
zup,CVC,
zut,CVC,identity
zuk,CVC,where
zus,CVC,experience
zuz,CVC,converse (talk)
zuf,CVC,
zuv,CVC,
zux,CVC,
zuj,CVC,
zuc,CVC,
zuC,CVC,
zul,CVC,animal
zur,CVC,fall
fim,CVC,female
fin,CVC,
fiq,CVC,
fib,CVC,
fid,CVC,next
fig,CVC,
fip,CVC,
fit,CVC,
fik,CVC,
fis,CVC,
fiz,CVC,
fif,CVC,
fiv,CVC,
fix,CVC,belief
fij,CVC,
fic,CVC,
fiC,CVC,
fem,CVC,
fen,CVC,
feq,CVC,
feb,CVC,
fed,CVC,
feg,CVC,
fep,CVC,
fet,CVC,eight
fek,CVC,fake
fes,CVC,face
fez,CVC,
fef,CVC,
fev,CVC,
fex,CVC,
fej,CVC,
fec,CVC,
feC,CVC,
fam,CVC,family
fan,CVC,find
faq,CVC,
fab,CVC,
fad,CVC,
fag,CVC,
fap,CVC,
fat,CVC,
fak,CVC,fuck
fas,CVC,
faz,CVC,green
faf,CVC,
fav,CVC,
fax,CVC,
faj,CVC,
fac,CVC,
faC,CVC,
fal,CVC,
far,CVC,
fom,CVC,
fon,CVC,device
foq,CVC,
