atom,meaning,state,was,displaced
sub,I,held,,
dim,you,held,,
dam,he,held,,
vex,she,held,,
vax,it,held,,
bib,we,held,,
pem,they,held,,
suf,self,held,,
Car,other,held,,
rug,this,held,,
gal,that,held,,
doz,here,held,,
forc,there,held,,
miqk,who,held,,
wut,what,held,,
wetx,which,held,,
zuk,where,held,,
win,when,held,,
hal,how,held,,
wan,why,held,,
pan,yes,held,,
nop,no,held,,
kol,all,held,,
sorm,some,held,,
nark,any,held,,
nan,none,held,,
sof,each,held,,
hez,every,held,,
mav,many,held,,
flun,few,held,,
sal,more,held,,
sol,less,held,,
sem,same,held,,
pom,different,held,,
kon,and,held,,
xat,or,held,,
ket,but,held,,
kiz,if,held,,
cam,then,held,,
tuz,because,held,,
yuc,with,held,,
Cev,without,held,,
Ciz,for,held,,
Coz,from,held,,
yuv,to,held,,
yov,of,held,,
ras,in,held,,
vun,on,held,,
hat,at,held,,
baC,by,held,,
naz,as,held,,
non,not,held,,
kard,can,held,,
mat,must,held,,
kod,may,held,,
ciq,thing,held,,
kund,kind,held,,
tuq,type,held,,
part,part,held,,
hol,whole,held,,
hip,group,held,,
xok,pair,held,,
tac,set,held,,
hut,amount,held,,
dis,number,held,,
nam,name,held,,
form,form,held,,
xul,shape,held,,
jom,pattern,held,,
nord,order,held,,
lok,place,held,,
leC,point,held,,
sard,side,held,,
nav,center,held,,
padj,edge,held,,
guv,end,held,,
vig,start,held,,
mad,middle,held,,
kaz,cause,held,,
zak,effect,held,,
sog,reason,held,,
buz,purpose,held,,
yuz,use,held,,
nid,need,held,,
ned,choice,held,,
tos,chance,held,,
xun,change,held,,
dom,state,held,,
yat,way,held,,
val,value,held,,
vul,truth,held,,
zav,lie,held,,
miv,idea,held,,
rul,rule,held,,
sul,example,held,,
woz,problem,held,,
kulx,answer,held,,
luq,question,held,,
mog,meaning,held,,
ral,relation,held,,
xiq,level,held,,
yaj,measure,held,,
yix,limit,held,,
paq,possible,held,,
lam,real,held,,
rot,false,held,,
vek,fact,held,,
hap,event,held,,
kix,process,held,,
mab,source,held,,
xen,result,held,,
rik,up,held,,
kur,down,held,,
tef,left,held,,
fot,right,held,,
sig,front,held,,
gus,back,held,,
gis,inside,held,,
kus,outside,held,,
saj,above,held,,
six,below,held,,
sadj,beside,held,,
tin,between,held,,
ton,around,held,,
vim,near,held,,
farm,far,held,,
norc,north,held,,
cron,south,held,,
dart,east,held,,
trad,west,held,,
nol,toward,held,,
yad,away,held,,
yut,across,held,,
tip,through,held,,
djip,over,held,,
bet,under,held,,
suk,top,held,,
kis,bottom,held,,
sorf,surface,held,,
dapc,depth,held,,
lorn,line,held,,
pac,path,held,,
nuq,area,held,,
ron,region,held,,
bund,boundary,held,,
bud,opening,held,,
kul,corner,held,,
drix,direction,held,,
corb,distance,held,,
giz,position,held,,
ric,straight,held,,
kurv,curve,held,,
salk,circle,held,,
zut,angle,held,,
cub,gap,held,,
pas,space,held,,
wold,world,held,,
zon,size,held,,
hok,length,held,,
widc,width,held,,
gik,height,held,,
kal,time,held,,
xom,now,held,,
rost,past,held,,
tup,future,held,,
tor,before,held,,
ret,after,held,,
hak,early,held,,
lor,late,held,,
slun,soon,held,,
mut,moment,held,,
yam,day,held,,
yit,night,held,,
moq,morning,held,,
huq,evening,held,,
yar,year,held,,
mes,month,held,,
wek,week,held,,
zin,season,held,,
hedj,age,held,,
ban,begin,held,,
sef,continue,held,,
finz,finish,held,,
wet,wait,held,,
hin,happen,held,,
bim,become,held,,
run,remain,held,,
grun,grow,held,,
xik,shrink,held,,
luf,increase,held,,
dal,decrease,held,,
fleC,appear,held,,
haz,vanish,held,,
vav,repeat,held,,
rol,cycle,held,,
sat,sudden,held,,
rar,gradual,held,,
hoz,always,held,,
lal,never,held,,
hun,often,held,,
vid,sometimes,held,,
ved,once,held,,
ziq,still,held,,
lod,already,held,,
fid,next,held,,
daf,previous,held,,
teq,during,held,,
har,until,held,,
gump,new,held,,
marg,old,held,,
van,young,held,,
mek,make,held,,
duz,do,held,,
wark,work,held,,
bild,build,held,,
brek,break,held,,
kaq,cut,held,,
sit,pierce,held,,
sok,strike,held,,
gruv,rub,held,,
pras,press,held,,
bend,bend,held,,
fold,fold,held,,
hod,tie,held,,
worv,weave,held,,
zaq,sew,held,,
tar,dig,held,,
pat,plant,held,,
fix,harvest,held,,
kan,cook,held,,
dum,burn,held,,
sax,wash,held,,
dral,dry,held,,
pot,pour,held,,
miks,mix,held,,
xed,shake,held,,
pit,grind,held,,
kok,crush,held,,
koz,carve,held,,
dan,draw,held,,
rat,write,held,,
rid,read,held,,
jaq,count,held,,
yev,sort,held,,
txuz,choose,held,,
lax,add,held,,
riv,remove,held,,
dib,connect,held,,
lot,lock,held,,
hud,hide,held,,
xol,show,held,,
fuj,search,held,,
tas,test,held,,
zok,try,held,,
plar,play,held,,
xit,rest,held,,
slip,sleep,held,,
wim,wake,held,,
wav,sit,held,,
sod,stand,held,,
drad,put,held,,
tek,take,held,,
gif,give,held,,
cit,get,held,,
karp,keep,held,,
guz,lose,held,,
fan,find,held,,
sik,seek,held,,
mit,meet,held,,
dun,join,held,,
sut,split,held,,
sag,spread,held,,
gaC,gather,held,,
zark,open,held,,
kloz,close,held,,
kov,cover,held,,
vin,fill,held,,
nuv,empty,held,,
big,go,held,,
gum,come,held,,
muv,move,held,,
vot,stop,held,,
torn,turn,held,,
xuv,return,held,,
darb,follow,held,,
lid,lead,held,,
riz,rise,held,,
zur,fall,held,,
kim,climb,held,,
did,descend,held,,
kras,cross,held,,
boz,pass,held,,
rum,reach,held,,
lurv,leave,held,,
